trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number
T000235,2026-06-03 18:42:16,C01740,M0164,57456.97,QRIS,QRIS,success,C2M payment - F&B,REF99619062
T000236,2025-08-06 23:51:40,C01562,M0024,49304.32,EDC,credit_card,success,C2M payment - F&B,REF94839005
T000237,2026-05-11 08:33:29,C01737,M0330,254875.6,,,success,C2M payment - Fashion,REF43373238
T000238,2026-05-18 16:58:23,M0680,M0322,59335985.99,transfer,bank_transfer,success,M2M settlement - Fashion,REF17065121
T000239,2026-03-27 16:21:12,M0583,M0014,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF71304214
T000240,2025-07-18 23:27:58,M0342,M0267,11178571.69,transfer,bank_transfer,success,M2M settlement - Fashion,REF83983727
T000241,2026-02-19 08:43:39,M0220,M0313,19088802.26,QRIS,QRIS,success,M2M settlement - Fashion,REF05566112
T000242,2025-09-14 07:34:36,C00444,M0089,349399.99,QRIS,QRIS,success,C2M payment - F&B,REF07367860
T000243,2025-12-12 09:45:03,C00816,M0176,72763.38,QRIS,QRIS,success,C2M payment - F&B,REF94462237
T000244,2026-06-26 22:59:01,C01767,M0515,4366292.63,EDC,credit_card,success,C2M payment - Electronics,REF27896883
T000245,2026-03-02 09:20:51,M0651,M0436,3451519.75,transfer,bank_transfer,failed,M2M settlement - Grocery,REF86107678
T000246,2025-09-13 21:44:35,C00367,M0681,859401.73,EDC,debit,success,C2M payment - Automotive,REF45893157
T000247,2026-04-28 19:39:34,C01740,M0542,732641.06,EDC,debit,success,C2M payment - Electronics,REF17726669
T000248,2025-07-04 04:44:31,C00810,M0357,160340.36,QRIS,QRIS,success,C2M payment - Grocery,REF15268397
T000249,2025-08-15 17:42:52,C01847,M0452,170828.75,EDC,credit_card,success,C2M payment - Grocery,REF84928968
T000250,2025-11-30 09:40:28,C00036,M0520,,EDC,credit_card,success,C2M payment - Electronics,REF75161156
T000251,2026-03-26 07:07:51,M0162,M0508,17969943.54,transfer,bank_transfer,success,M2M settlement - Electronics,REF36101137
T000252,2025-07-17 21:54:10,C01865,M0040,67549.47,EDC,debit,success,C2M payment - F&B,REF17591524
T000253,2026-01-24 15:18:58,C01243,M0530,6492804.44,EDC,debit,success,C2M payment - Electronics,REF32447703
T000254,2026-03-17 09:18:03,C01257,M0342,134225.48,QRIS,QRIS,success,C2M payment - Fashion,REF29189143
T000255,2025-11-28 04:57:28,C01414,M0431,701366.46,QRIS,QRIS,success,C2M payment - Grocery,REF49093379
T000256,2026-02-05 21:29:14,C00573,M0419,222655.62,QRIS,QRIS,success,C2M payment - Grocery,REF93021408
T000257,2025-08-04 11:00:16,C00159,M0413,246955.74,EDC,credit_card,success,C2M payment - Grocery,REF29835933
T000258,2026-01-31 00:16:47,C01873,M0213,870139.52,EDC,debit,pending,C2M payment - Fashion,REF52287377
T000259,2025-08-12 20:55:48,C00125,M0475,383319.24,QRIS,QRIS,success,C2M payment - Grocery,REF06702081
T000260,2026-06-14 10:42:12,C01648,M0563,511077.13,QRIS,QRIS,success,C2M payment - Electronics,REF73938499
T000261,2026-05-15 22:02:58,M0503,M0425,9124452.77,transfer,bank_transfer,success,M2M settlement - Grocery,REF57349568
T000262,2026-05-08 17:45:57,C00294,M0086,173182.08,QRIS,QRIS,success,C2M payment - F&B,REF07263221
T000263,2025-09-10 01:39:19,C00251,M0564,1550205.91,transfer,bank_transfer,success,C2M payment - Electronics,REF74437488
T000264,2025-07-15 15:49:40,C01570,M0181,63815.93,transfer,bank_transfer,success,C2M payment - F&B,REF20595456
T000265,2025-08-11 19:53:09,C01904,M0074,115099.54,EDC,debit,success,C2M payment - F&B,REF68298437
T000266,2026-02-28 17:26:33,C00419,M0532,3347260.82,transfer,bank_transfer,success,C2M payment - Electronics,REF47485084
T000267,2025-07-20 04:19:03,C00922,M0357,373974.79,EDC,debit,success,C2M payment - Grocery,REF74029547
T000268,2026-06-01 09:37:45,C00118,M0395,106973.01,QRIS,QRIS,success,C2M payment - Grocery,REF57818550
T000269,2026-04-29 05:24:47,C00379,M0316,1055115.12,EDC,credit_card,success,C2M payment - Fashion,REF52023332
T000270,2026-03-24 19:50:32,M0668,M0564,75000000.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF94052115
T000271,2026-04-05 22:59:47,M0365,M0320,9103972.47,transfer,bank_transfer,success,M2M settlement - Fashion,REF03244400
T000272,2026-04-04 03:15:17,C01359,M0616,976037.54,transfer,bank_transfer,success,C2M payment - Automotive,REF47503319
T000273,2025-10-28 17:02:02,C01206,M0542,4416719.73,EDC,credit_card,success,C2M payment - Electronics,REF52027807
T000274,2026-04-20 20:19:33,C01691,M0098,65790.9,transfer,bank_transfer,success,C2M payment - F&B,REF86484111
T000275,2025-09-08 15:57:29,C01469,M0101,102384.74,QRIS,QRIS,success,C2M payment - F&B,REF54457177
T000276,2026-06-25 15:22:56,C00640,M0481,161614.93,QRIS,QRIS,success,C2M payment - Grocery,REF66513324
T000277,2025-12-31 23:30:19,C01118,M0024,71269.78,EDC,debit,success,C2M payment - F&B,REF35973857
T000278,2025-08-21 05:43:37,C00243,M0139,232591.55,QRIS,QRIS,success,C2M payment - F&B,REF06919450
T000279,2025-12-08 16:54:01,C01893,M0296,112331.72,EDC,debit,success,C2M payment - Fashion,REF36398581
T000280,2025-12-06 02:21:33,M0630,M0670,8266549.36,transfer,bank_transfer,success,M2M settlement - Automotive,REF48986711
T000281,2025-08-19 07:47:26,C00766,M0568,1198800.45,QRIS,QRIS,success,C2M payment - Electronics,REF68582521
T000282,2025-11-11 17:57:12,C00218,M0095,300898.79,QRIS,QRIS,success,C2M payment - F&B,REF65177149
T000283,2026-01-01 15:43:16,C01780,M0620,1749169.28,EDC,debit,success,C2M payment - Automotive,REF55395253
T000284,2026-05-29 12:16:26,C00232,M0545,1183137.54,EDC,debit,success,C2M payment - Electronics,REF41764873
T000285,2025-12-10 16:00:55,C01012,M0296,1450716.83,EDC,credit_card,success,C2M payment - Fashion,REF06267193
T000286,2026-06-25 02:39:38,C00976,M0100,131989.82,transfer,bank_transfer,success,C2M payment - F&B,REF82133955
T000287,2026-02-13 18:54:38,C01373,M0649,476061.77,QRIS,QRIS,failed,C2M payment - Automotive,REF24748036
T000288,2026-03-03 05:52:30,M0429,M0018,8351430.16,transfer,bank_transfer,success,M2M settlement - F&B,REF02835411
T000289,2025-09-07 01:49:40,M0178,M0150,59639737.8,transfer,bank_transfer,success,M2M settlement - F&B,REF05304859
T000290,2026-04-20 16:36:36,C00389,M0350,223937.14,EDC,debit,success,C2M payment - Fashion,REF06147913
T000291,2026-02-25 13:39:43,C01705,M0013,209753.66,EDC,debit,success,C2M payment - F&B,REF06896477
T000292,2026-02-05 06:26:57,C00128,M0667,1644597.47,QRIS,QRIS,pending,C2M payment - Automotive,REF41899295
T000293,2026-02-17 00:20:54,C00077,M0237,458890.84,EDC,credit_card,success,C2M payment - Fashion,REF92277685
T000294,2026-03-18 17:10:18,C00374,M0146,128816.76,QRIS,QRIS,success,C2M payment - F&B,REF28858160
T000295,2026-06-09 05:33:11,C00917,M0679,2262183.6,QRIS,QRIS,success,C2M payment - Automotive,REF10766926
T000296,2026-03-08 13:02:26,M0011,M0121,1129919.38,transfer,bank_transfer,success,M2M settlement - F&B,REF82888855
T000297,2025-12-10 18:31:46,C00669,M0007,118248.34,QRIS,QRIS,failed,C2M payment - F&B,REF98943280
T000298,2025-07-03 02:56:54,C00484,M0238,980317.75,EDC,debit,success,C2M payment - Fashion,REF33668324
T000299,2026-02-27 14:54:52,C00954,M0599,4638532.03,EDC,debit,failed,C2M payment - Automotive,REF27285435
T000300,2026-01-30 19:41:37,C01516,M0061,63490.25,QRIS,QRIS,success,C2M payment - F&B,REF32459964
T000301,2025-12-02 17:33:55,C01885,M0352,175993.63,QRIS,QRIS,success,C2M payment - Grocery,REF80947764
T000302,2026-01-13 10:41:14,M0622,M0638,1973901.46,transfer,bank_transfer,failed,M2M settlement - Automotive,REF75348609
T000303,2025-12-05 20:23:47,C00780,M0042,28964.49,QRIS,QRIS,success,C2M payment - F&B,REF60320855
T000304,2026-04-15 11:40:51,C00253,M0254,1082959.93,QRIS,QRIS,success,C2M payment - Fashion,REF58484751
T000305,2025-07-02 17:03:10,C00052,M0472,471506.75,QRIS,QRIS,success,C2M payment - Grocery,REF26714194
T000306,2025-08-09 22:39:42,M0018,M0193,11470065.92,transfer,bank_transfer,success,M2M settlement - F&B,REF02853645
T000307,2026-01-23 06:37:02,C01160,M0590,2632563.02,EDC,debit,success,C2M payment - Electronics,REF65452013
T000308,2026-06-28 01:36:06,C01462,M0350,669278.2,QRIS,QRIS,success,C2M payment - Fashion,REF24143796
T000309,2026-02-09 16:44:34,C00791,M0432,125185.71,QRIS,QRIS,success,C2M payment - Grocery,REF38155904
T000310,2025-09-23 12:10:33,C00307,M0140,225158.67,EDC,debit,success,C2M payment - F&B,REF87055752
T000311,2025-11-24 22:06:24,M0097,M0059,14763336.54,transfer,bank_transfer,success,M2M settlement - F&B,REF21609072
T000312,2026-02-17 03:31:45,C00339,M0051,180392.53,QRIS,QRIS,failed,C2M payment - F&B,REF92024781
T000313,2025-07-01 21:26:05,C01919,M0497,3427842.23,QRIS,QRIS,success,C2M payment - Electronics,REF76483059
T000314,2026-02-07 07:29:55,C00693,M0189,35459.87,QRIS,QRIS,success,C2M payment - F&B,REF33267788
T000315,2026-01-27 22:34:59,C00729,M0128,401489.61,transfer,bank_transfer,success,C2M payment - F&B,REF45661651
T000316,2025-07-15 22:38:53,C00888,M0639,827973.07,QRIS,QRIS,success,C2M payment - Automotive,REF55583004
T000317,2025-07-22 20:54:20,M0094,M0321,8337187.72,transfer,bank_transfer,success,M2M settlement - Fashion,REF05320172
T000318,2025-08-10 18:44:58,C01507,M0032,139966.35,transfer,bank_transfer,success,C2M payment - F&B,REF89359417
T000319,2026-02-01 11:13:03,M0301,M0084,3172475.38,transfer,bank_transfer,success,M2M settlement - F&B,REF76424127
T000320,2025-09-13 01:05:29,M0692,M0626,3829644.68,transfer,bank_transfer,success,M2M settlement - Automotive,REF27489971
T000321,2026-06-03 16:21:49,C00499,M0154,172517.64,QRIS,QRIS,success,C2M payment - F&B,REF04625626
T000322,2025-10-31 21:04:35,C00341,M0049,26256.91,transfer,bank_transfer,success,C2M payment - F&B,REF11616630
T000323,2025-07-19 19:01:08,C01221,M0090,109805.76,QRIS,QRIS,success,C2M payment - F&B,REF45875666
T000324,2026-02-06 04:02:36,C00261,M0002,158578.81,EDC,debit,success,C2M payment - F&B,REF96877707
T000325,2026-03-22 04:43:36,C01458,M0363,30798.54,QRIS,QRIS,success,C2M payment - Grocery,REF15225120
T000326,2026-06-26 05:29:57,M0231,M0255,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF20322640
T000327,2026-03-28 22:35:04,C00080,M0464,-105090.11,QRIS,QRIS,success,Refund transaction,REF60783499
T000328,2026-04-06 18:05:04,C00030,M0581,3260917.04,transfer,bank_transfer,success,C2M payment - Electronics,REF58421652
T000329,2025-12-29 21:35:44,C01967,M0011,111912.94,QRIS,QRIS,success,C2M payment - F&B,REF34633890
T000330,2026-03-06 09:19:19,C00420,M0537,4520069.96,QRIS,QRIS,success,C2M payment - Electronics,REF96824560
T000331,2025-09-14 04:19:11,C00537,M0180,21127.38,QRIS,QRIS,success,C2M payment - F&B,REF89797056
T000332,2025-12-21 05:24:38,C01551,M0693,1911307.25,QRIS,QRIS,success,C2M payment - Automotive,REF48879738
T000333,2026-02-21 21:05:44,C00196,M0266,755899.34,EDC,credit_card,success,C2M payment - Fashion,REF47220073
T000334,2025-08-01 12:58:46,C01020,M0031,27524.62,EDC,credit_card,success,C2M payment - F&B,REF37096577
T000335,2025-08-06 15:49:26,C01780,M0620,1407626.72,EDC,debit,success,C2M payment - Automotive,REF04826179
T000336,2025-12-18 01:21:11,M0219,M0255,42966362.0,EDC,credit_card,success,M2M settlement - Fashion,REF07143781
T000337,2025-09-25 13:44:49,M0396,M0574,15058246.67,transfer,bank_transfer,success,M2M settlement - Electronics,REF23679353
T000338,2025-09-18 18:50:21,C01137,M0340,1959444.71,EDC,credit_card,success,C2M payment - Fashion,REF80188604
T000339,2026-04-30 23:36:36,M0101,M0695,47143568.61,transfer,bank_transfer,success,M2M settlement - Automotive,REF00673242
T000340,2025-12-21 14:40:56,M0348,M0311,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF11629789
T000341,2026-06-28 10:48:19,C01418,M0553,2130773.71,EDC,credit_card,success,C2M payment - Electronics,REF37384434
T000342,2026-02-26 10:50:32,C00719,M0359,102167.11,QRIS,QRIS,success,C2M payment - Grocery,REF33780240
T000343,2025-07-17 14:47:47,C01909,M0124,73455.18,QRIS,QRIS,failed,C2M payment - F&B,REF71094624
T000344,2026-06-03 15:53:06,M0239,M0259,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF96933979
T000345,2025-12-03 00:29:25,C00336,M0532,7020196.86,transfer,bank_transfer,success,C2M payment - Electronics,REF34946698
T000346,2026-05-31 01:40:51,C01734,M0658,790231.03,transfer,bank_transfer,success,C2M payment - Automotive,REF18190187
T000347,2026-04-17 12:46:23,M0567,M0499,16648653.34,QRIS,QRIS,failed,M2M settlement - Electronics,REF09195185
T000348,2025-12-11 02:19:50,C00538,M0012,42577.16,QRIS,QRIS,success,C2M payment - F&B,REF09195185
T000349,2025-09-13 22:30:30,C00906,M0431,187573.25,QRIS,QRIS,success,C2M payment - Grocery,REF53719443
T000350,2026-06-09 05:33:27,C00428,M0356,633081.3,EDC,credit_card,success,C2M payment - Grocery,REF70698291
T000351,2026-06-25 08:58:04,C01250,M0061,26163.85,QRIS,QRIS,success,C2M payment - F&B,REF33415138
T000352,2025-12-24 20:16:49,C00061,M0641,1391833.53,EDC,debit,failed,C2M payment - Automotive,REF91313080
T000353,2026-05-19 15:14:55,M0317,M0332,63559232.45,transfer,bank_transfer,success,M2M settlement - Fashion,REF76346309
T000354,2026-03-02 11:32:39,C00404,M0246,361535.08,QRIS,QRIS,success,C2M payment - Fashion,REF12636005
T000355,2026-03-20 22:39:51,C01845,M0451,403924.8,EDC,debit,success,C2M payment - Grocery,REF94948411
T000356,2026-03-12 16:24:25,C01422,M0680,1999560.14,QRIS,QRIS,success,C2M payment - Automotive,REF50257563
T000357,2026-03-08 08:32:59,C01166,M0396,79561.81,QRIS,QRIS,success,C2M payment - Grocery,REF31818983
T000358,2025-07-09 15:46:10,C01119,M0496,1764549.53,EDC,debit,success,C2M payment - Electronics,REF17937112
T000359,2025-07-21 17:57:02,C01347,M0281,232148.58,QRIS,QRIS,success,C2M payment - Fashion,REF90230495
T000360,2026-01-31 20:03:30,C00025,M0591,9840938.36,EDC,debit,success,C2M payment - Electronics,REF83717173
T000361,2025-07-07 07:19:50,M0084,M0022,10465633.63,transfer,bank_transfer,success,M2M settlement - F&B,REF42931323
T000362,2025-07-07 05:23:05,C01032,M0248,540362.49,transfer,bank_transfer,success,C2M payment - Fashion,REF41907692
T000363,2026-04-13 16:40:20,C01631,M0162,136480.63,QRIS,QRIS,success,C2M payment - F&B,REF61330204
T000364,2026-03-30 18:30:53,C00392,M0173,316920.55,EDC,credit_card,success,C2M payment - F&B,REF41457101
T000365,2026-03-23 08:55:26,C01130,M0175,166931.58,QRIS,QRIS,success,C2M payment - F&B,REF08638472
T000366,2026-06-26 22:52:52,C01212,M0367,628120.23,EDC,credit_card,success,C2M payment - Grocery,REF64428248
T000367,2025-12-26 18:19:52,C01287,M0597,3152042.64,transfer,bank_transfer,success,C2M payment - Automotive,REF05056048
T000368,2026-02-02 18:58:46,M0511,M0403,11711032.16,transfer,bank_transfer,success,M2M settlement - Grocery,REF96225850
T000369,2026-03-06 09:44:58,M0438,M0605,23119745.26,transfer,bank_transfer,success,M2M settlement - Automotive,REF34099400
T000370,2026-03-11 16:37:13,C00143,M0296,222102.15,QRIS,QRIS,success,C2M payment - Fashion,REF89823972
T000371,2026-04-09 23:02:16,C01628,M0637,1883494.7,QRIS,QRIS,success,C2M payment - Automotive,REF88506239
T000372,2025-09-09 06:15:00,C01442,M0085,264637.35,QRIS,QRIS,success,C2M payment - F&B,REF08964625
T000373,2025-09-22 22:37:04,C01548,M0168,189437.3,QRIS,QRIS,success,C2M payment - F&B,REF75698964
T000374,2025-12-03 15:25:33,C01179,M0292,499450.6,QRIS,QRIS,success,C2M payment - Fashion,REF26799601
T000375,2025-12-22 12:55:02,C01458,M0394,215712.77,EDC,debit,success,C2M payment - Grocery,REF47927277
T000376,2025-07-22 20:40:21,M0566,M0579,2394162.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF13901220
T000377,2025-09-06 08:13:49,C01669,M0448,476759.12,QRIS,QRIS,success,C2M payment - Grocery,REF38243605
T000378,2026-05-05 07:25:28,C00058,M0302,856425.61,QRIS,QRIS,success,C2M payment - Fashion,REF69900508
T000379,2025-11-28 17:23:39,C00841,M0031,124609.64,EDC,debit,success,C2M payment - F&B,REF21979106
T000380,2025-12-03 18:47:23,C01288,M0612,1128600.14,QRIS,QRIS,success,C2M payment - Automotive,REF27808424
T000381,2026-05-26 04:57:00,C00769,M0564,1210546.67,transfer,bank_transfer,success,C2M payment - Electronics,REF46192199
T000382,2025-12-16 16:36:20,C00678,M0318,407274.71,QRIS,QRIS,success,C2M payment - Fashion,REF35299105
T000383,2026-01-05 18:26:53,C01852,M0157,73305.44,QRIS,QRIS,success,C2M payment - F&B,REF61553042
T000384,2025-08-22 13:39:37,C00840,M0052,439138.31,EDC,debit,success,C2M payment - F&B,REF27594878
T000385,2026-06-17 23:05:10,C00957,M0615,8202507.2,QRIS,QRIS,success,C2M payment - Automotive,REF82702624
T000386,2026-06-13 08:36:53,M0162,M0401,59196721.67,transfer,bank_transfer,success,M2M settlement - Grocery,REF79047736
T000387,2025-08-18 07:09:16,C00679,M0059,66898.04,EDC,credit_card,success,C2M payment - F&B,REF39189085
T000388,2025-08-18 23:11:12,C01077,M0126,539830.51,QRIS,QRIS,success,C2M payment - F&B,REF10019967
T000389,2026-04-13 10:36:31,C00975,M0705,64631.18,QRIS,QRIS,success,C2M payment - F&B,REF42969686
T000390,2025-11-23 08:35:23,C01636,M0321,1514411.16,QRIS,QRIS,success,C2M payment - Fashion,REF75777984
T000391,2025-12-13 08:33:05,C01608,M0134,514377.66,QRIS,QRIS,success,C2M payment - F&B,REF50648933
T000392,2025-08-31 13:27:57,C00374,M0130,25413.88,QRIS,QRIS,success,C2M payment - F&B,REF28151279
T000393,2026-01-20 16:42:35,C01071,M0518,10671144.5,EDC,credit_card,success,C2M payment - Electronics,REF76955977
T000394,2026-02-25 01:31:46,C00108,M0584,2067482.85,QRIS,QRIS,pending,C2M payment - Electronics,REF40102834
T000395,2026-05-31 00:06:12,C00428,M0224,158484.62,QRIS,QRIS,success,C2M payment - Fashion,REF24863923
T000396,2026-01-03 07:31:46,C00811,M0197,148820.29,QRIS,QRIS,success,C2M payment - F&B,REF84560146
T000397,2026-03-07 19:10:41,C00500,M0260,612447.24,transfer,bank_transfer,failed,C2M payment - Fashion,REF39158599
T000398,2025-11-17 22:07:24,C01293,M0263,1104269.98,QRIS,QRIS,success,C2M payment - Fashion,REF37565852
T000399,2025-08-03 05:18:50,M0304,M0214,75000000.0,EDC,credit_card,success,M2M settlement - Fashion,REF49210283
T000400,2025-10-14 22:34:38,C01229,M0427,169758.15,transfer,bank_transfer,success,C2M payment - Grocery,REF51896074
T000401,2025-09-20 20:19:42,C00679,M0413,433050.32,EDC,debit,success,C2M payment - Grocery,REF57902595
T000402,2025-07-19 00:10:50,C01385,M0224,616144.79,EDC,credit_card,failed,C2M payment - Fashion,REF26670947
T000403,2026-04-06 11:09:56,C01213,M0663,5241012.49,QRIS,QRIS,success,C2M payment - Automotive,REF84015725
T000404,2026-05-12 05:24:01,C00378,M0067,39093.61,QRIS,QRIS,success,C2M payment - F&B,REF29379081
T000405,2026-01-15 19:48:25,C01557,M0018,106514.73,transfer,bank_transfer,success,C2M payment - F&B,REF57573787
T000406,2025-08-25 07:38:41,C00380,M0122,241491.41,EDC,credit_card,success,C2M payment - F&B,REF63642810
T000407,2026-02-07 09:39:40,C00876,M0013,191018.79,EDC,debit,success,C2M payment - F&B,REF62908439
T000408,2025-09-08 07:47:57,M0291,M0670,34859461.49,transfer,bank_transfer,success,M2M settlement - Automotive,REF47665199
T000409,2026-04-27 02:11:51,C00668,M0224,1050125.03,QRIS,QRIS,success,C2M payment - Fashion,REF21158123
T000410,2025-10-31 16:06:30,C00150,M0237,223784.21,QRIS,QRIS,success,C2M payment - Fashion,REF32417243
T000411,2026-04-05 08:37:39,C00763,M0654,5665496.19,QRIS,QRIS,success,C2M payment - Automotive,REF71648535
T000412,2026-02-09 10:36:48,M0581,M0306,25503748.12,transfer,bank_transfer,success,M2M settlement - Fashion,REF65861018
T000413,2025-08-15 09:07:59,C00165,M0435,374759.84,EDC,credit_card,success,C2M payment - Grocery,REF06203753
T000414,2025-10-11 04:08:48,C00735,M0317,2259108.39,EDC,debit,success,C2M payment - Fashion,REF82716034
